15/10/2025,-79.76,TRANSPERTH PERTH
13/10/2025,-44.48,BUNNINGS OSBORNE PARK
12/10/2025,-60.73,KMART CAROUSEL
11/10/2025,-51.73,IGA LEEDERVILLE
10/10/2025,-96.59,BUNNINGS CANNINGTON
10/10/2025,-40.58,DOME CAFE COTTESLOE
08/10/2025,-26.33,NANDO'S JOONDALUP
06/10/2025,-37.86,ALDI CANNINGTON
02/10/2025,-98.27,UBER SYDNEY
29/09/2025,-40.10,FARMER JACKS SUBIACO
29/09/2025,433.09,TAX REFUND ATO
29/09/2025,6.89,INTEREST PAYMENT
28/09/2025,3470.22,SALARY EMPLOYER PTY LTD
26/09/2025,-67.86,SHELL MORLEY
26/09/2025,-9.45,SPOTIFY SYDNEY
23/09/2025,-137.64,IGA MOUNT LAWLEY
21/09/2025,-138.54,TELSTRA PERTH
21/09/2025,-70.03,FARMER JACKS SUBIACO
20/09/2025,-44.01,ALDI CANNINGTON
20/09/2025,-104.20,ALIEXPRESS NORTH SYDNEY
19/09/2025,-120.51,FARMER JACKS WEMBLEY
18/09/2025,2943.25,SALARY EMPLOYER PTY LTD
16/09/2025,-110.32,SHELL PERTH
14/09/2025,-48.05,CHEMIST WAREHOUSE FREMANTLE
13/09/2025,-103.15,FARMER JACKS FLOREAT
11/09/2025,-58.67,IGA MOUNT LAWLEY
09/09/2025,-66.77,EBAY SYDNEY
05/09/2025,-113.01,COLES COTTESLOE
05/09/2025,-91.68,ALIEXPRESS NORTH SYDNEY
04/09/2025,-65.05,HBF HEALTH LIMITED PERTH
03/09/2025,3025.92,SALARY EMPLOYER PTY LTD
02/09/2025,-79.17,COLES PERTH
01/09/2025,-55.80,CHEMIST WAREHOUSE SUBIACO
01/09/2025,-102.42,FARMER JACKS FLOREAT
30/08/2025,-139.66,ALDI MORLEY
28/08/2025,145.14,REFUND
27/08/2025,-57.01,HUNGRY JACK'S PERTH
27/08/2025,-54.49,IGA SUBIACO
25/08/2025,-92.66,BUNNINGS OSBORNE PARK
25/08/2025,-34.92,PRICELINE PHARMACY GARDEN CITY
25/08/2025,82.27,REFUND
25/08/2025,675.79,TAX REFUND ATO
22/08/2025,-64.31,DOME CAFE FREMANTLE
21/08/2025,-43.10,KMART CAROUSEL
19/08/2025,-144.44,AMAZON SYDNEY
17/08/2025,-32.32,AMAZON SYDNEY
16/08/2025,-86.45,COLES PERTH
16/08/2025,-98.74,BUNNINGS OSBORNE PARK
15/08/2025,-46.81,VARSITY BAR NORTHBRIDGE
14/08/2025,-89.35,FARMER JACKS WEMBLEY
14/08/2025,-173.43,SYNERGY PERTH
13/08/2025,-14.79,READING CINEMAS PERTH
09/08/2025,-8.12,NETFLIX SYDNEY
07/08/2025,-117.64,TARGET MORLEY
07/08/2025,-41.15,EBAY SYDNEY
06/08/2025,-40.52,TERRY WHITE CHEMMART SUBIACO
05/08/2025,568.24,TAX REFUND ATO
04/08/2025,-42.58,SHELL CANNINGTON
04/08/2025,-39.10,THE COFFEE CLUB GARDEN CITY
03/08/2025,-44.53,EBAY SYDNEY
03/08/2025,56.13,REFUND
01/08/2025,-18.81,READING CINEMAS BELMONT
01/08/2025,-42.25,CHEMIST WAREHOUSE PERTH
01/08/2025,-57.11,COLES PERTH
01/08/2025,-51.39,PRICELINE PHARMACY PERTH
30/07/2025,-12.95,SPOTIFY SYDNEY
29/07/2025,-62.13,WOOLWORTHS JOONDALUP
28/07/2025,-135.27,ALDI CANNINGTON
28/07/2025,64.87,REFUND
24/07/2025,-96.66,KMART GARDEN CITY
23/07/2025,-52.96,DOME CAFE FREMANTLE
21/07/2025,-18.32,SUBWAY PERTH
19/07/2025,616.95,TAX REFUND ATO
18/07/2025,-86.02,COLES COTTESLOE
18/07/2025,-46.61,SHELL PERTH
16/07/2025,102.87,REFUND
14/07/2025,-84.54,COLES CLAREMONT
14/07/2025,-93.45,WOOLWORTHS SUBIACO
14/07/2025,-61.98,COLES NEDLANDS
14/07/2025,-193.62,EBAY SYDNEY
14/07/2025,-88.38,COLES CLAREMONT
13/07/2025,-134.96,IGA MOUNT LAWLEY
12/07/2025,-30.56,THE COFFEE CLUB GARDEN CITY
12/07/2025,-50.56,TARGET INNALOO
11/07/2025,100.44,REFUND
08/07/2025,-17.79,SPOTIFY SYDNEY
06/07/2025,-73.30,EBAY SYDNEY
04/07/2025,-103.38,FARMER JACKS SUBIACO
03/07/2025,-100.65,HBF HEALTH LIMITED PERTH
02/07/2025,-43.21,BP NEDLANDS
28/06/2025,-40.65,THE COFFEE CLUB PERTH
28/06/2025,78.60,REFUND
27/06/2025,-41.31,THE COFFEE CLUB CAROUSEL
27/06/2025,383.05,TAX REFUND ATO
22/06/2025,-16.98,SPOTIFY SYDNEY
19/06/2025,-22.89,HUNGRY JACK'S PERTH
19/06/2025,-61.69,FARMER JACKS SUBIACO
18/06/2025,-116.63,EBAY SYDNEY
17/06/2025,-25.18,TERRY WHITE CHEMMART CLAREMONT
16/06/2025,-117.98,WOOLWORTHS SUBIACO
16/06/2025,-44.48,FARMER JACKS WEMBLEY
15/06/2025,-47.84,ALIEXPRESS NORTH SYDNEY
14/06/2025,-177.56,TELSTRA PERTH
13/06/2025,-39.69,SHELL CANNINGTON
12/06/2025,-8.81,STEAM PURCHASE SYDNEY
10/06/2025,-147.00,WATER CORPORATION PERTH
10/06/2025,-169.95,COLES COTTESLOE
10/06/2025,48.13,INTEREST PAYMENT
06/06/2025,-84.75,WOOLWORTHS JOONDALUP
05/06/2025,-77.57,FARMER JACKS SUBIACO
05/06/2025,-69.75,ALDI PERTH
01/06/2025,-110.70,FARMER JACKS FLOREAT
31/05/2025,-10.71,APPLE.COM/BILL SYDNEY
31/05/2025,-100.77,IGA SUBIACO
31/05/2025,-27.70,TERRY WHITE CHEMMART CLAREMONT
31/05/2025,340.64,TAX REFUND ATO
29/05/2025,-92.21,TRANSPERTH PERTH
27/05/2025,-126.54,FARMER JACKS FLOREAT
27/05/2025,-12.04,APPLE.COM/BILL SYDNEY
24/05/2025,-59.90,EBAY SYDNEY
17/05/2025,-178.07,WATER CORPORATION PERTH
16/05/2025,-30.32,GUZMAN Y GOMEZ PERTH
16/05/2025,-69.42,SHELL PERTH
16/05/2025,-30.41,PRICELINE PHARMACY PERTH
14/05/2025,-59.06,CALTEX SOUTH PERTH
14/05/2025,-123.04,IGA MOUNT LAWLEY
11/05/2025,3315.02,SALARY EMPLOYER PTY LTD
10/05/2025,608.53,TAX REFUND ATO
09/05/2025,-68.32,DOME CAFE COTTESLOE
09/05/2025,-68.87,EBAY SYDNEY
09/05/2025,-54.85,AMPOL PERTH
07/05/2025,-12.82,NETFLIX SYDNEY
04/05/2025,-117.50,IGA SUBIACO
04/05/2025,-50.18,UBER SYDNEY
04/05/2025,745.06,TAX REFUND ATO
03/05/2025,-62.87,BUNNINGS INNALOO
02/05/2025,-45.49,CHEMIST WAREHOUSE FREMANTLE
30/04/2025,-56.94,IGA SUBIACO
29/04/2025,34.77,INTEREST PAYMENT
28/04/2025,-134.00,BIG W PERTH
27/04/2025,-47.78,GUZMAN Y GOMEZ FREMANTLE
27/04/2025,-64.87,HUNGRY JACK'S MIDLAND
22/04/2025,3095.88,SALARY EMPLOYER PTY LTD
20/04/2025,-32.00,FARMER JACKS SUBIACO
18/04/2025,-137.34,ALDI CANNINGTON
18/04/2025,-47.28,PRICELINE PHARMACY GARDEN CITY
15/04/2025,-92.93,ALDI MIDLAND
14/04/2025,-21.83,VARSITY BAR NORTHBRIDGE
13/04/2025,-57.63,BIG W PERTH
12/04/2025,-15.59,VARSITY BAR FREMANTLE
09/04/2025,-68.03,COLES PERTH
04/04/2025,-44.71,TERRY WHITE CHEMMART CLAREMONT
04/04/2025,-90.14,ALIEXPRESS NORTH SYDNEY
01/04/2025,-43.16,CHEMIST WAREHOUSE SUBIACO
01/04/2025,-10.66,STEAM PURCHASE SYDNEY
31/03/2025,-63.50,IGA MOUNT LAWLEY
31/03/2025,-87.28,IGA MOUNT LAWLEY
30/03/2025,-85.54,UBER SYDNEY
29/03/2025,-89.22,EBAY SYDNEY
29/03/2025,-75.11,ALDI PERTH
27/03/2025,3424.74,SALARY EMPLOYER PTY LTD
26/03/2025,208.08,TAX REFUND ATO
24/03/2025,-9.96,APPLE.COM/BILL SYDNEY
21/03/2025,-32.62,PRICELINE PHARMACY PERTH
20/03/2025,-62.09,RAC INSURANCE PERTH
14/03/2025,3401.14,SALARY EMPLOYER PTY LTD
11/03/2025,-111.87,ALDI MIDLAND
10/03/2025,-118.26,TARGET INNALOO
09/03/2025,372.54,TAX REFUND ATO
07/03/2025,-113.10,EBAY SYDNEY
07/03/2025,3183.52,SALARY EMPLOYER PTY LTD
06/03/2025,-117.05,TELSTRA PERTH
06/03/2025,-81.10,BP FREMANTLE
05/03/2025,-36.79,FARMER JACKS WEMBLEY
05/03/2025,351.22,TAX REFUND ATO
04/03/2025,-127.11,COLES COTTESLOE
03/03/2025,-42.63,FARMER JACKS SUBIACO
02/03/2025,-62.18,COLES NEDLANDS
28/02/2025,-104.43,BIG W PERTH
27/02/2025,-51.82,DOME CAFE FREMANTLE
26/02/2025,-49.17,KFC CAROUSEL
25/02/2025,-98.56,COLES PERTH
22/02/2025,147.09,REFUND
21/02/2025,-30.67,HUNGRY JACK'S PERTH
19/02/2025,-58.25,FARMER JACKS FLOREAT
18/02/2025,-6.52,NETFLIX SYDNEY
18/02/2025,-71.80,WOOLWORTHS JOONDALUP
18/02/2025,-47.33,VARSITY BAR NORTHBRIDGE
17/02/2025,-35.84,KFC CAROUSEL
15/02/2025,-53.33,ALIEXPRESS NORTH SYDNEY
13/02/2025,-57.03,THE COFFEE CLUB GARDEN CITY
12/02/2025,-62.13,WOOLWORTHS PERTH
11/02/2025,-24.22,NANDO'S JOONDALUP
10/02/2025,-35.10,GUZMAN Y GOMEZ FREMANTLE
09/02/2025,-151.12,COLES PERTH
08/02/2025,-83.59,ALDI MORLEY
07/02/2025,-41.54,SUBWAY CITY
06/02/2025,-138.44,KMART PERTH
06/02/2025,130.06,REFUND
05/02/2025,-88.34,KMART CAROUSEL
05/02/2025,-74.26,COLES NEDLANDS
04/02/2025,-95.91,KMART PERTH
01/02/2025,-34.17,THE COFFEE CLUB CAROUSEL
31/01/2025,-126.53,COLES CLAREMONT
28/01/2025,-70.76,FARMER JACKS SUBIACO
27/01/2025,-50.96,TRANSPERTH PERTH
27/01/2025,-124.80,SYNERGY PERTH
27/01/2025,-71.24,HBF HEALTH LIMITED PERTH
26/01/2025,-75.83,SHELL PERTH
23/01/2025,-86.78,SHELL PERTH
21/01/2025,148.14,REFUND
19/01/2025,-62.76,KFC CAROUSEL
18/01/2025,-73.35,COLES CLAREMONT
18/01/2025,-70.29,UBER SYDNEY
18/01/2025,3451.34,SALARY EMPLOYER PTY LTD
17/01/2025,-32.53,HUNGRY JACK'S MIDLAND
13/01/2025,2847.06,SALARY EMPLOYER PTY LTD
12/01/2025,-34.55,TERRY WHITE CHEMMART CLAREMONT
11/01/2025,-83.36,WOOLWORTHS FREMANTLE
11/01/2025,-65.37,CALTEX PERTH
10/01/2025,-153.69,SYNERGY PERTH
09/01/2025,-116.27,AMAZON SYDNEY
09/01/2025,-9.98,STEAM PURCHASE SYDNEY
06/01/2025,-106.29,IGA MOUNT LAWLEY
06/01/2025,651.64,TAX REFUND ATO
06/01/2025,133.47,REFUND
